Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
noncar_comp_code9,hospital_and_clinical_course,Finding/Event Code 9,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name9,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code9] = ""A-9999""",Y,,,,,
noncar_comp_other9_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other9_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""9"" or [noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_code10,hospital_and_clinical_course,Finding/Event Code 10,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_name10,hospital_and_clinical_course,,text,Specify Other,,,,,,,"[noncar_comp_code10] = ""A-9999""",Y,,,,,
noncar_comp_other10_d,hospital_and_clinical_course,,notes,Specify Findings/Event,,,,,,,"[noncar_comp_num] = ""10""",Y,,,,,
noncar_comp_other10_dt,hospital_and_clinical_course,,text,Date,,mm/dd/yyyy,date_mdy,1/30/20,,,"[noncar_comp_num] = ""10""",Y,,,,,
discharge_na,status_and_disposition_at_discharge,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
icu,status_and_disposition_at_discharge,"***If any pre-existing conditions were discovered during the hospital course, please include these in the Baseline Health Status form***

Hospital Length of Stay",radio,Was the participant in the ICU during this hospitalization?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
icu_admit_date,status_and_disposition_at_discharge,,text,Date of first/only ICU admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[icu]=""1""",Y,,,,,
icu_disch_date,status_and_disposition_at_discharge,,text,Date of first/only ICU discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[icu]=""1""",Y,,,,,
icu_readmit,status_and_disposition_at_discharge,,radio,Was the participant readmitted to the ICU during this hospitalization?,"1, Yes | 0, No",,,,,,"[icu]=""1""",Y,RH,,,,
icu_admit_date_2,status_and_disposition_at_discharge,,text,Date of second ICU admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[icu_readmit]=""1""",Y,,,,,
icu_disch_date_2,status_and_disposition_at_discharge,,text,Date of second ICU discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[icu_readmit]=""1""",Y,,,,,
sdu_exist,status_and_disposition_at_discharge,,radio,Do you have a stepdown unit in the hospital?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
sdu,status_and_disposition_at_discharge,Step Down Unit,radio,Was the participant in the stepdown unit (SDU) during this hospitalization?,"1, Yes | 0, No",,,,,,"[sdu_exist] = ""1""",Y,RH,,,,
sdu_admit_date,status_and_disposition_at_discharge,,text,Date of first/only SDU admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[sdu]=""1""",Y,,,,,
sdu_disch_date,status_and_disposition_at_discharge,,text,Date of first/only SDU discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[sdu]=""1""",Y,,,,,
sdu_readmit,status_and_disposition_at_discharge,,radio,Was the participant readmitted to the SDU during this hospitalization?,"1, Yes | 0, No",,,,,,"[sdu]=""1""",Y,RH,,,,
sdu_admit_date_2,status_and_disposition_at_discharge,,text,Date of second SDU admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[sdu_readmit]=""1""",Y,,,,,
sdu_disch_date_2,status_and_disposition_at_discharge,,text,Date of second SDU discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[sdu_readmit]=""1""",Y,,,,,
ward,status_and_disposition_at_discharge,Ward,radio,Was the participant in the ward during this hospitalization?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
ward_admit_date,status_and_disposition_at_discharge,,text,Date of first/only ward admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[ward]=""1""",Y,,,,,
ward_disch_date,status_and_disposition_at_discharge,,text,Date of first/only ward discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[ward]=""1""",Y,,,,,
ward_readmit,status_and_disposition_at_discharge,,radio,Was the participant readmitted to the ward during this hospitalization?,"1, Yes | 0, No",,,,,,"[ward]=""1""",Y,RH,,,,
ward_admit_date_2,status_and_disposition_at_discharge,,text,Date of second ward admission:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[ward_readmit]=""1""",Y,,,,,
ward_disch_date_2,status_and_disposition_at_discharge,,text,Date of second ward discharge,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[ward_readmit]=""1""",Y,,,,,
transfer,status_and_disposition_at_discharge,,radio,Was the participant transferred from another hospital prior to admission?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
transfer_hrs,status_and_disposition_at_discharge,Total hours at outside hospital (if transferred to study hospital from outside hospital),text,Total hours at other hospital:,,"If unknown, enter ""-99""",number,1,,,"[transfer] = ""1""",Y,,,,,
discharge_alive,status_and_disposition_at_discharge,Status at Discharge,radio,Discharged from the hospital alive?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
hosp_discharge_date,status_and_disposition_at_discharge,,text,Hospital discharge date:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[discharge_alive] = ""1""",Y,,,,,
discharge_location,status_and_disposition_at_discharge,,radio,Discharged to:,"1, Home | 2, Other acute care facility | 3, Rehabilitation/Chronic care facility",,,,,,"[discharge_alive] = ""1""",Y,,,,,
neuro_function_dc,status_and_disposition_at_discharge,,radio,Was neurological function at pre-illness baseline?,"1, Yes | 0, No",,,,,,"[discharge_alive] = ""1""",Y,RH,,,,
oxygen_dc,status_and_disposition_at_discharge,,radio,Discharged on new or increased oxygen support?,"1, Yes | 0, No",,,,,,"[discharge_alive] = ""1""",Y,RH,,,,
vent_support_dc,status_and_disposition_at_discharge,,radio,Discharged on new chronic mechanical ventilation support?,"1, Yes | 0, No",,,,,,"[discharge_alive] = ""1""",Y,RH,,,,
trach_dc,status_and_disposition_at_discharge,,radio,Discharged with a new tracheostomy?,"1, Yes | 0, No",,,,,,"[discharge_alive] = ""1""",Y,RH,,,,
new_condition_dc,status_and_disposition_at_discharge,,radio,Discharged with any new chronic conditions due to this illness?,"1, Yes | 0, No",,,,,,"[discharge_alive] = ""1""",Y,RH,,,,
died,status_and_disposition_at_discharge,,radio,Died during this hospitalization?,"1, Yes | 0, No","If yes, please complete the End of Study, Heart Transplant, and Death forms",,,,,"[discharge_alive] = ""0""",Y,RH,,,,
summary_eval_na,summary_evaluation_of_kawasaki_disease_features,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
kawasaki_fever,summary_evaluation_of_kawasaki_disease_features,Symptoms at presentation or during participant's hospital course:,radio,Fever,"1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
kawasaki_fever_days,summary_evaluation_of_kawasaki_disease_features,,text,Number of consecutive days febrile:,,days,integer,1,,,"[kawasaki_fever]=""1""",Y,,,,,
bilat_conjunc_injection,summary_evaluation_of_kawasaki_disease_features,,radio,Bilateral conjunctival injection,"1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
conjunc_descrip,summary_evaluation_of_kawasaki_disease_features,,checkbox,Conjunctivitis description (choose all that apply),"1, exudative | 2, non-exudative | 3, limbic sparing | 4, Other",,,,,,"[bilat_conjunc_injection]=""1""",Y,,,,,
conjunc_other,summary_evaluation_of_kawasaki_disease_features,,text,"If other, specify",,,,,,,"[conjunc_descrip(4)] = ""1""",Y,,,,,
oral_mucosal_changes,summary_evaluation_of_kawasaki_disease_features,,radio,"Oral mucosal changes (erythema of lips or oropharynx, strawberry tongue, or drying or fissuring of the lips)","1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
periph_extremity_changes,summary_evaluation_of_kawasaki_disease_features,,radio,"Peripheral extremity changes (edema, erythema, or generalized or periungual desquamation)	","1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
kawasaki_rash,summary_evaluation_of_kawasaki_disease_features,,radio,Rash,"1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
kawasaki_lymphadenopathy,summary_evaluation_of_kawasaki_disease_features,,radio,Cervical lymphadenopathy >1.5 cm diameter:,"1, Yes | 0, No | 2, Unknown",,,,,,,Y,RH,,,,
kawasaki_largest_node,summary_evaluation_of_kawasaki_disease_features,,text,Size of largest node,,cm,number,0.5,4,,"[kawasaki_lymphadenopathy]=""1""",Y,,,,,
kawasaki_large_nod_uni,summary_evaluation_of_kawasaki_disease_features,,radio,Unilateral,"1, Yes | 0, No | 2, Unknown",,,,,,"[kawasaki_lymphadenopathy]=""1""",Y,RH,,,,
kawasaki_diffuse_adeno,summary_evaluation_of_kawasaki_disease_features,,radio,Other diffuse adenopathy,"1, Yes | 0, No | 2, Unknown",,,,,,"[kawasaki_lymphadenopathy]=""1""",Y,RH,,,,
kawasaki_lymph_descrip,summary_evaluation_of_kawasaki_disease_features,,text,"Description (e.g. unilateral/bilateral, cervical vs. diffuse/other sites (axillary, inguinal, popliteal, epitrochlear, other)):",,,,,,,"[kawasaki_lymphadenopathy]=""1""",Y,,,,,
kawasaki_criteria,summary_evaluation_of_kawasaki_disease_features,,radio,"Did the clinical team believe that the participant met criteria for complete (4-5 criteria) or incomplete (2-3 criteria) Kawasaki Disease (stated in the medical record) by AHA criteria and incomplete KD algorithm?
","1, Yes | 0, No",,,,,,,Y,RH,,,,
misc_covid_symptoms,summary_evaluation_of_kawasaki_disease_features,,radio,"If participant was known to have had COVID-19, what are the approximate number of days between onset of COVID-19 and MIS-C symptoms (e.g. persistent fever, rash etc.)? (0 days if COVID symptoms presented at the same time as MIS-C symptoms or check no or unknown COVID-19 symptoms if applicable)","1, Number of days known | 2, No COVID symptoms | 99, Unknown COVID symptoms","""Known to have had COVID-19"" may be based upon suspicion because participant had symptoms, and/or participant tested positive, and/or family members tested positive.",,,,,,Y,,,,,
misc_covid_symptoms_days,summary_evaluation_of_kawasaki_disease_features,,text,Number of days:,,days,integer,0,,,"[misc_covid_symptoms]=""1""",Y,,,,,
biospec_na,participant_biospecimen_sample,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
biospec_collect,participant_biospecimen_sample,,radio,What type of research biospecimen sample was collected from the participant?,"1, Blood | 2, Saliva | 0, Not Collected",,,,,,,Y,RH,,,,
biospec_dt,participant_biospecimen_sample,,text,Date of research biospecimen sample collection,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospec_collect] = ""1"" or [biospec_collect] = ""2""",Y,,,,,
biospec_id,participant_biospecimen_sample,,text,Sample ID (format _ _ _ _0A for blood or _ _ _ _0B for saliva with no dashes),,format _ _ _ _0A for blood or _ _ _ _1B for saliva with no dashes,,,,,"[biospec_collect] = ""1"" or [biospec_collect] = ""2""",Y,,,,,
biospec_shipped,participant_biospecimen_sample,,radio,Was the sample shipped to the biorepository?,"1, Yes | 0, No",,,,,,"[biospec_collect] = ""1"" or [biospec_collect] = ""2""",Y,RH,,,,
biospec_ship_dt,participant_biospecimen_sample,,text,Date sample was shipped,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospec_shipped] = ""1""",Y,,,,,
biospec_not_ship,participant_biospecimen_sample,,notes,Reason sample was not shipped,,,,,,,"[biospec_shipped] = ""0""",Y,,,,,
biospec_not_collected,participant_biospecimen_sample,,notes,Reason sample not collected,,,,,,,"[biospec_collect] = ""0""",Y,,,,,
biospecp1_na,parent_1_biospecimen_sample,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
biospecp1_collect,parent_1_biospecimen_sample,,radio,What type of research biospecimen sample was collected from the first parent?,"1, Blood | 2, Saliva | 0, Not Collected",,,,,,,Y,RH,,,,
biospecp1_dt,parent_1_biospecimen_sample,,text,Date of research biospecimen sample collection,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospecp1_collect] = ""1"" or [biospecp1_collect] = ""2""",Y,,,,,
biospecp1_id,parent_1_biospecimen_sample,,text,"Sample ID (format for mother is _ _ _ _1A for blood or _ _ _ _1B for saliva, format for father is _ _ _ _2A for blood or _ _ _ _2B for saliva with no dashes)",,"format for mother is _ _ _ _1A for blood or _ _ _ _1B for saliva, format for father is _ _ _ _2A for blood or _ _ _ _2B for saliva with no dashes",,,,,"[biospecp1_collect] = ""1"" or [biospecp1_collect] = ""2""",Y,,,,,
biospecp1_shipped,parent_1_biospecimen_sample,,radio,Was the sample shipped to the biorepository?,"1, Yes | 0, No",,,,,,"[biospecp1_collect] = ""1"" or [biospecp1_collect] = ""2""",Y,RH,,,,
biospecp1_ship_dt,parent_1_biospecimen_sample,,text,Date sample was shipped,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospecp1_shipped] = ""1""",Y,,,,,
biospecp1_not_ship,parent_1_biospecimen_sample,,notes,Reason sample was not shipped,,,,,,,"[biospecp1_shipped] = ""0""",Y,,,,,
biospecp1_not_collected,parent_1_biospecimen_sample,,notes,Reason sample not collected,,,,,,,"[biospecp1_collect] = ""0""",Y,,,,,
biospecp2_na,parent_2_biospecimen_sample,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
biospecp2_collect,parent_2_biospecimen_sample,,radio,What type of research biospecimen sample was collected from the second parent?,"1, Blood | 2, Saliva | 0, Not Collected",,,,,,,Y,RH,,,,
biospecp2_dt,parent_2_biospecimen_sample,,text,Date of research biospecimen sample collection,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospecp2_collect] = ""1"" or [biospecp2_collect] = ""2""",Y,,,,,
biospecp2_id,parent_2_biospecimen_sample,,text,"Sample ID (format for mother is _ _ _ _1A for blood or _ _ _ _1B for saliva, format for father is _ _ _ _2A for blood or _ _ _ _2B for saliva with no dashes)",,"format for mother is _ _ _ _1A for blood or _ _ _ _1B for saliva, format for father is _ _ _ _2A for blood or _ _ _ _2B for saliva with no dashes",,,,,"[biospecp2_collect] = ""1"" or [biospecp2_collect] = ""2""",Y,,,,,
biospecp2_shipped,parent_2_biospecimen_sample,,radio,Was the sample shipped to the biorepository?,"1, Yes | 0, No",,,,,,"[biospecp2_collect] = ""1"" or [biospecp2_collect] = ""2""",Y,RH,,,,
biospecp2_ship_dt,parent_2_biospecimen_sample,,text,Date sample was shipped,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[biospecp2_shipped] = ""1""",Y,,,,,
biospecp2_not_ship,parent_2_biospecimen_sample,,notes,Reason sample was not shipped,,,,,,,"[biospecp2_shipped] = ""0""",Y,,,,,
biospecp2_not_collected,parent_2_biospecimen_sample,,notes,Reason sample not collected,,,,,,,"[biospecp2_collect] = ""0""",Y,,,,,
current_meds_fu_na,medications_before_and_after_hosp,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
